ASCIInumbers-0-of-5	10	1	aff2042ed5dccc06ec332f39a2f86fe3086f6f1a08b95ff2647e1a0089699a67	fd0510f45d65272c9e4bf171f517fece0c0cf3c8e7f0af4f667d5805f4a58364
ASCIInumbers-1-of-5	7	1	d2364afae68411fae9c6d84e4da9c04ffd4f56782e3d1a5b2104231febf519aa	c87e180870a13c3ef5acf078a6a80dda92b4aed84ee5988065bee8e219f7e61c
ASCIInumbers-2-of-5	5	1	00d75087cbcf8a71637511bd9a0708c7727705ffa3b18e252ad6115e017ed209	c07611b804c6d87c940efb84b1039c36b7d09351f96e1c5b5078bdf8a4a93747
ASCIInumbers-3-of-5	8	1	5ee95407ed1d6a56aedaab34f1b1dfa6ae3587bbc37d99adf1834dc77fd6e859	95ea7157012da02b0742958e610915f3fa6bd782ce4317db9c05fa17743f0363
ASCIInumbers-4-of-5	5	1	ff2fa3879d7e85d68db454c06dda61c1b0403ac469dd52588ac82b8eaf299532	4048da9349c61ea340688e185c7706122a676e3d47c5fecee80e17bb050408c8
Coder-0-of-2	4	1	fb5ee1150197343425c2ed70b07a0ff52034fea446048737fcd5562731f72b76	8d1983adf67956e199843f866f299495a12c828c98f77837b5735d7fcdb306d1
Coder-1-of-2	10	1	9a9de87ee1f4d3b8a2e209696c1111139a5d03a1913df19796bfacf9b749b79a	b3a21445c643c31b39ae57aedf4b0cb444cc8cdd81a561b14fbe759da572db34
ConseqConv-0-of-5	7	1	70718132e5ad0ee4c761ae0e25efb5468a441cc961eea318b28ce0f29698b560	c2348a1f2337add1dcfb8d95e078146fd2f34e90e9208e457efdc517b812f42e
ConseqConv-1-of-5	8	1	3189c2c082ffb47dd06f8d7d2b7a9fd478b58e6b5a24766c537acb05db2119cc	9ff6ecc63430c4738a37c7eac278c57d14c60468a48fb6bf7fb74ad7c2bc814f
ConseqConv-2-of-5	10	1	2020ed7a0ecabf5c487c99d31f1d956c1220c51a6a78349ef146329387716be3	7619c6c61db29ed3d3743d765ead5c952ad1af436f73cabf86e62e30253860da
ConseqConv-3-of-5	10	1	e546ef67dbc562da18e39e6163fed18aa1162d8f280ed1da682fe6d627064264	4e55c31874b3cfa83557da17832ebd7d71df3d9537165c4411d3f0ea57747ded
ConseqConv-4-of-5	5	1	2b4520d86ff4ceb951bcedad370634a7b14e9dc2490c0d3d28cd9b3d83775977	a45bd5bf9a0ccfc0db8f269bb1b8ee2b57efd410b50d4ba808bd46fd10a1c63c
Decode-0-of-6	12	1	8df2f86b48111d3d335f431f3a24af97066556bdeb61d460c17f794fb7f3b388	4a5c4ffee9f925e19707003a2a8ba6e720ebffbbd6a6e7199c516f5609fd1bce
Decode-1-of-6	7	1	7c10f9f6f6978a23bee88293a008db76c0674f76167c135ccab36638f5bdb524	dddaf546935e3f2570931340a58faab71e3f83240e91accdd94394f97a16c6d7
Decode-2-of-6	8	1	04a50aaddc83f5ef2c2844de1e6906b4acd3b4908b1a6ffa23d9ad42bc3055e9	07c398ca46ca4375f85df82b270e304861ba197004f50679a146e44ba1d22501
Decode-3-of-6	8	1	df4dcf048311b11c271df584d1eb9e0ef57c0bf613376491bdc6c99b54ac4046	5a35fa8d7d0ed30d6c33faf96fb5f5b11391bdcfa03cc8bdef33f2eba44be7c5
Decode-4-of-6	8	1	a53f2cdf84c627ff7f2fcac99880241e7241272562f48e243920e730fa9d22af	bcd8c35fc5164d7b8e60c67e8edb5198da44172f78fd7154907e6d5a354f8268
Decode-5-of-6	5	1	2b7003820528bf7ce9ae976a7cace297be6730c12a6f9a6da83ddad0ea46e059	343c009d810cabacd838e8ffae01c5271ec48ca809832366a4b1bffa57c649ac
DeepSyntax-0-of-3	8	1	55026ada3e1772985c5da211484ca6b89016efa13bac1908a26cdd73b6043505	d1e7b191ed28b0295df8a3ab98dbb3d64662472391b21de7597342b521e02ac2
DeepSyntax-1-of-3	3	1	1a433a0ca6fb1d3c0e15033be7e4f25fe17457510def36d0041925ed0551c79b	ff6c427bd838f0ed5d952f24a80c3d5c15a5449ebb612c302f4c8409d4780e92
DeepSyntax-2-of-3	9	1	7844b828d18a3aa6fada9dadadce7bff3fbc52e77e591903523f79836a211630	4154ea1cfb6d3a93404c74589aba07f5e961c72a6a2a6dd3d6b5c9f437d055b0
Encode-0-of-6	5	1	5b8f43e30d2d59963f61c6753c3a33c91990e61844372e2ef5d0a4b92ca0dfae	5633a3dc2962e147fd1e25f0562fa2657eb43776fc88d935284005e59ce37316
Encode-1-of-6	7	1	5bffac778b8832627149365e3538f84cb4f1bdeb2aefd0c26594a973a1460ac9	7ba529d8d8ffca557d273920a6233183138e9418e4824511a844c861f2b6e1de
Encode-2-of-6	6	1	760e5c5e058970856668331f7539195555e7db359441883e1c6d7cb2923ac0ec	5adc015a1a996f036c82ec9c6bb01acca48d4e7fe5fe22f63c9c5830ab3baca7
Encode-3-of-6	8	1	81594ed4b56c75adf358c97ad2151cd0c1a15b6a1a52c864e37552f930fc5ddc	b4ac49c820e502e6043c8db77449d9bb84102bd5a2e6f323be396d524f93d8e2
Encode-4-of-6	9	1	921366de6014d799221895ee35107ab19e94b33aed05b19a95f913785a485835	f4bb9a3af3687ccf7886ef4d96d085da4d0e2f1c246a5c60bc9b004771034691
Encode-5-of-6	7	1	48c7f4e9ed090189223fbbbb87a53a5cc637a3f5d6bc56861fa1a368db7eaa13	c2a112222c81852f6f93dbe2c2d4638b9d3679529c2b873ab76e174e107bd9d1
EncodeVar-0-of-2	6	1	14acbc22a58af7d28c33f1d986028fad43f9c1a38540e53c299ce2ae5df75504	40a001c395d8f4648f1cf3093b9d6292fb66521afe17340b14d575ca860041ab
EncodeVar-1-of-2	5	1	1c3cc40d9d5ab3918deb6a391a4add73639738505e5eb728d25fb0d25333236f	212a1169fa190900885f3511a5c1dca99a569628d2d7209cfd6b1c5737a317cd
HolSmt-0-of-46	8	1	7e7f41609e659c069743f94eafd4695439d5440b8aad865635f1e4659d2d81b4	75adf67aac9fa940a72992083feead8859090f19d1049de1fe33ffb0dfcf2a3d
HolSmt-1-of-46	9	1	04d6ba2bafd1c451831205abfc7d6ef291b245283edc854c31931a31a00532e7	1e9d491f4d45b093949c5648f9d7fdd80de24dd9c31687a8702b0a2e2d2ceab0
HolSmt-2-of-46	12	1	3f207fe16838f36b398d5b3b724537cf4989cc7df42eb9d5d0f27ead6571ea17	0c9a25be33dd8ebcc2554b56a1466ab04261d99da80547100666d88b295e9599
HolSmt-3-of-46	9	1	01e4c2b4a60aea56a776f75f40cda2451a5da6a68c940cf42b4f998fda48b0b2	6e750b6b9486cbfee3076b2c1f7a4959fdc0c03d35ffa1077aed2e2fc001b436
HolSmt-4-of-46	9	1	07e52fa7db46def2eb34e13f71a98da7e081b705a301bad3786d60c67eeb0ae8	ae4c2e1233b043f78f45531b3155239d84107416160da304b7e0c63f686b8b9a
HolSmt-5-of-46	8	1	8f7656fdc9feb2ea71d725b5b15ddeda759c72d7296d816dbe5bb57a8319f68f	7afa6bbd8afe3a316f62570e8fbcd78b96fc71ebf3921db6fe97a114005f2c64
HolSmt-6-of-46	6	1	d5e893b8baf3a4299b7e527003fad9901e2fba6df1d01bf784cfc17ef6b50076	e40777ecf5f234c7a7d67e80032708a9290dc7eccb087e8ad005fd858c598640
HolSmt-7-of-46	7	1	a2faa94ac6273b1378fd1bef040cfb623c4df4b81cc86f2335341cff6544e639	645ce20fae0929d2b6dd2158db42cc69e35745b412aef262b1d20b368f1ba20e
HolSmt-8-of-46	8	1	292a0a60ee39c9e5b96338115290583f6e4e9784706f738165825769011ad0a4	dc47f1fa9faf11873beb19fe3a409ab6ec95a7855b4158f01cd1121eea39e12a
HolSmt-9-of-46	6	1	af7a014929b4a77e4e4f5b80c8b246f3e40c1e12cd090e251ba5c7cc8e0806bb	94f657d0606c4f7a6a785f36ddac3d9821920a8cfecfad80ba1838e0176d5552
HolSmt-10-of-46	7	1	09534d9da64db73ed6f306347e1da20fbe243eaacc16a969b77a698d11ae0348	3d188391d31c5a3f3fd586c2fa08ffc0928463b7108ce3e170cd356e981e8a35
HolSmt-11-of-46	5	1	443a03ca6b8545b948277dde162a29a29f535c913a38cf40684c4be89180d27a	8694f7f36b2f1d10fa89e5029cad36daa5978c443b565ab2517e34510798138a
HolSmt-12-of-46	5	1	d2423e741d3a1c65a8360735a3ea1e30ebbef0865fcd75eb634b2def32ad1680	7e68e60ef00e180190d14718087c93d51a4c2427ab4e04eb2468b63d1cef9159
HolSmt-13-of-46	5	1	16970450fd392ad2f8cdf0564b72ac8957f36afe13cfbf3fe3fad5c1487e2497	6c4402fd424b1c243e130b4d9acfe155906e1ed7d0d1233c13374a0967dd0f6d
HolSmt-14-of-46	4	1	d9ad175af2fd93af77a5f8f2243bb040ee9a864378d9ceeaddef56e79fd49c37	78d6bf2041c3c9ef162d3c9e5a07f82065f276ca4a301ffdb45440ae63b1af0c
HolSmt-15-of-46	3	1	82ae2355ae78ab3f23fde27b5aff28ac5151ea5c2f12fcb000cdca4d90fd00cc	25e10f32d5fcbd4bfd93bcaf07677929714d660137391a27060bcda054fd4536
HolSmt-16-of-46	2	1	9b4e9b37a733901b4ae18765e2adba3a47af99dcd087f43225345c24877656ed	da923a54bd3cac95a1ccb959c18a1c5593aae9970a902f552a35dcdd19901cc9
HolSmt-17-of-46	1	1	21faad5f94344696627619505df1d876652fefe7cfc092267c0b547529760afc	a220590e72a7be9be50e379666427d2c53c1b89499d00d154ae363878d7767b8
HolSmt-18-of-46	1	1	0379765d80caa482a2406a4e70ab4bee3d34d0199b8894fc720102d0c1785228	a001cf9ca1633bbfec90050c753d66d94afb505a6dc088275399d3e1d8956f22
HolSmt-19-of-46	1	1	30194ebcf71e4de45c595c168854071a54041cc8a90ee8a75bff970738d11749	59c03fae78caa7cc531fd5e433d125aff8f66affebb4491b3bd9cfea3b630842
HolSmt-20-of-46	1	1	1a8e47dfbeebfa6800d16541ff797a166e4114a8df2efc8a40ef00aafa9cf66f	0249577c209f9c0817983328049bd8dc68af2ebfef0b610b76aad411261f1d6a
HolSmt-21-of-46	1	1	fe3fc1fe55128937656964f9946c1a6ed2f7f3d78d0c8737bcd8e462161895e6	5d2e2133ac4b5b5659a8e8c1483d4f981bd496d21fbb0471793ad4bb8e95eeb6
HolSmt-22-of-46	0	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	03c5432055a1056c131ef341da90cfaf8acd362f61489ad9562f9d18cd92a15b
HolSmt-23-of-46	0	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3e9c7854eaa436609d269fd7754bf98cfc7657208aca6bef4d7e8f02a746a7ae
HolSmt-24-of-46	1	1	10e72286489bf0c94a07498d028c8a8d3d727df5655913658ad7a35a594962bf	dbe1a76ab87a23d9e1821732dc014b88b068669042902c830cabce33850a919b
HolSmt-25-of-46	3	1	5bf2474f70433971eb77795aed9c144acdcdbfbd5b6d963eb7a732f1a90af0f4	8aafd9415c8915891aa5b6ef4b1487032cb0917cfe429a157c7487a1ec06626b
HolSmt-26-of-46	5	1	019a0c61ab4ec7e25d72595b0bade519fd326b34f37f72831b3687e3cd63bbf8	3dbd4f0b3196635168b804364360fd2182f0f569e47502dedce21bcf3dc644f0
HolSmt-27-of-46	6	1	f4c22d005664723c130eacb8bd80a159a9edc618589a9491794c9a15369144fe	17119e7d3eff05afb0d958ec072263e4a14f07c650cd6acd27f1fe8a7a58c85d
HolSmt-28-of-46	9	1	89aefeacf39ed4c993972044ea447b959a435475bd763f3a89cb24c099bb6fa7	069474e0032066e3a565070e66d357d4b0a47df72018e1976dfb1d73b9374dda
HolSmt-29-of-46	10	1	e153db6b3fa3c7c0043b6d89238ca82f7471e1762cc546cfbdef4d55a1febb86	13ce3cbe27a304299f130f479860463cad143eefc930e4923612b5b5df29109e
